title,main_genre,runtime,vote_average,imdb_id,release_date,year
Vampire,Drama,120.0,5.3,tt1624996,2011-10-09,2011
Height,Romance,94.0,7.3,tt0051175,1957-04-27,1957
Desirable,Romance,68.0,6.0,tt0025046,1934-09-08,1934
Dolly Parton's Christmas of Many Colors: Circle of Love,Drama,0.0,6.2,tt5713426,2016-11-30,2016
Dr. Monica,Drama,53.0,6.0,tt0025068,1934-06-23,1934
The Lost World,Adventure,150.0,6.6,tt0302739,2001-12-25,2001
Journey Back to Christmas,TV Movie,84.0,5.6,tt6269192,2016-11-27,2016
SuperBobrovs,Comedy,95.0,6.1,tt5576334,2016-03-17,2016
The Challenge... A Tribute to Modern Art,Documentary,104.0,0.0,tt0071299,1974-12-05,1974
Make Way For A Lady,Comedy,65.0,5.0,tt0027932,1936-11-13,1936
Moonlight in Vermont,Romance,90.0,7.3,tt6587078,2017-04-08,2017
Rafter Romance,Comedy,73.0,6.5,tt0024484,1933-09-01,1933
Ramona,Drama,84.0,6.0,tt0028158,1936-09-25,1936
The Seven Year Hitch,Comedy,86.0,5.2,tt2343140,2012-10-13,2012
The Two Worlds of Jennie Logan,Romance,94.0,2.0,tt0078430,1979-10-31,1979
Carmencita,Documentary,1.0,4.9,tt0000001,1894-03-14,1894
Handsome: A Netflix Mystery Movie,Comedy,81.0,5.7,tt5809020,2017-05-05,2017
Batman & Bill,Documentary,93.0,7.7,tt6067832,2017-05-06,2017
Conversations with God,Drama,109.0,6.5,tt0489682,2006-01-25,2006
Atelier Fontana,Drama,200.0,6.0,tt1773188,2011-02-27,2011
Stingray,Mystery,90.0,0.0,tt0090077,1985-07-14,1985
A Billion Lives,Documentary,94.0,9.5,tt5069074,2016-05-11,2016
Officers,Drama,96.0,7.4,tt0067517,1971-07-26,1971
All Inclusive 2,Comedy,95.0,3.9,tt3194426,2013-10-03,2013
Sagan,Drama,180.0,5.4,tt1052353,2008-06-11,2008
A Gift with a Character,Comedy,88.0,6.3,tt3963170,2014-05-22,2014
Mixed Feelings,Comedy,100.0,3.3,tt4162132,2014-10-02,2014
8 New Dates,Romance,86.0,6.4,tt4230876,2015-01-01,2015
The Dawns Here Are Quiet,Drama,120.0,6.5,tt4629032,2015-04-30,2015
Het Bombardement,Romance,100.0,4.6,tt2363219,2012-12-19,2012
Peasants,Drama,94.0,5.1,tt0133108,1981-06-06,1981
The Republic of ShKID,Family,103.0,6.4,tt0135625,1966-01-01,1966
For the Good of Others,Thriller,102.0,5.8,tt1043800,2010-06-03,2010
Courier to the East,Action,88.0,6.0,tt2365172,1991-09-07,1991
Vysotsky: Thank God I'm Alive,Drama,127.0,5.9,tt2116974,2011-12-01,2011
As the Gods Will,Thriller,117.0,7.1,tt3354222,2014-11-15,2014
"Ashley Madison: Sex, Lies and Cyber Attacks",Documentary,46.0,5.7,tt6798722,2016-09-01,2016
Walking Tall: Lone Justice,Action,95.0,5.2,tt0804551,2007-09-25,2007
The Comedian,Comedy,120.0,5.6,tt1967614,2016-12-09,2016
Monolith,Drama,83.0,6.1,tt4711924,2017-04-20,2017
After the Reality,Comedy,85.0,6.0,tt3794392,2016-04-21,2016
Godspeed,Drama,111.0,6.3,tt5952306,2016-11-18,2016
Dark Exorcism,Horror,81.0,4.4,tt3921348,2015-10-15,2015
Dusk,Drama,91.0,5.9,tt3868978,2016-05-24,2016
Dark Heart AKA Wagstaffe,Drama,120.0,6.0,tt5866284,2016-11-09,2016
The Axe Murders of Villisca,Horror,78.0,4.9,tt3320500,2017-01-20,2017
Another Year,Drama,107.0,6.7,tt3508808,2014-01-15,2014
Petersburg: Only for Love,Drama,111.0,7.7,tt5789664,2016-09-22,2016
Pioneer Heroes,Drama,116.0,8.0,tt4384398,2015-06-18,2015
Two Days,Romance,90.0,5.0,tt1945081,2011-09-08,2011
Monster a-Go Go,Science Fiction,70.0,2.3,tt0059464,1965-07-01,1965
Bugs,Documentary,75.0,0.0,tt5497906,2016-04-16,2016
Istanbul Tales,Drama,99.0,8.5,tt0421625,2005-04-11,2005
Back to You and Me,Drama,92.0,2.7,tt0419816,2005-07-23,2005
The Shocking Miss Pilgrim,Comedy,85.0,6.3,tt0039819,1947-01-04,1947
Blackout,Documentary,53.0,6.7,tt4284046,2015-07-14,2015
Women vs. Men,Comedy,90.0,4.5,tt4464702,2015-04-01,2015
Love and the City 3,Comedy,79.0,4.4,tt2739884,2013-12-31,2013
"King, Queen, Knave",Comedy,104.0,5.0,tt0068806,1972-06-06,1972
The Last Adventure,Romance,112.0,6.4,tt0061376,1967-04-12,1967
Mister Designer,Drama,103.0,4.5,tt0157713,1988-12-01,1988
A Long and Happy Life,Drama,77.0,6.3,tt2650954,2013-04-11,2013
Help Gone Mad,Comedy,119.0,4.8,tt1275954,2009-06-10,2009
Kolya - Rolling Stone,Comedy,93.0,6.2,tt0791635,2005-10-13,2005
Cloud Heaven,Comedy,76.0,5.9,tt0102574,1990-12-04,1990
Princess Goldilocks,Adventure,74.0,6.0,tt0271272,1973-01-28,1973
Touch and Go,Drama,101.0,7.1,tt0092104,1986-08-22,1986
The Stroller Strategy,Comedy,90.0,5.4,tt2520516,2012-11-10,2012
The Year of Getting to Know Us,Comedy,90.0,4.4,tt0924134,2008-01-24,2008
Sucker,Comedy,90.0,5.8,tt3130302,2015-08-15,2015
Totally Blonde,Comedy,94.0,4.3,tt0200954,2001-01-01,2001
Snow,Comedy,120.0,6.9,tt0425468,2004-12-13,2004
Wild Roomies,Comedy,88.0,5.3,tt0224025,2004-01-01,2004
Wingman Inc.,Romance,106.0,3.8,tt2330666,2015-04-21,2015
Weekend Pass,Comedy,88.0,4.0,tt0088385,1984-02-03,1984
Under New Management,Drama,87.0,6.0,tt0887966,2009-01-01,2009
Take Away,Comedy,88.0,5.2,tt0295718,2003-08-14,2003
The Yankles,Comedy,115.0,7.0,tt1326277,2009-11-15,2009
Somebody's Hero,Comedy,0.0,6.1,tt1504489,2011-05-01,2011
The Divided Heaven,Drama,116.0,6.3,tt0058139,1964-10-02,1964
Waltzing Anna,Drama,108.0,7.0,tt0431461,2006-08-11,2006
Triumph's Summer Election Special 2016,Comedy,65.0,8.5,tt6115408,2016-08-11,2016
Subdivision,Drama,100.0,6.3,tt1203532,2009-08-20,2009
Saved by the Bell: Hawaiian Style,Comedy,92.0,5.2,tt0105321,1992-11-27,1992
Project: ALF,Comedy,95.0,5.1,tt0117397,1996-02-17,1996
Ski School 2,Comedy,92.0,4.7,tt0114465,1994-02-17,1994
School for Seduction,Comedy,104.0,6.0,tt0368249,2004-12-03,2004
School Of Life,Comedy,111.0,6.1,tt0340331,2005-02-19,2005
Puck Hogs,Comedy,90.0,4.5,tt1249307,2009-06-02,2009
The Princess & the Marine,Drama,100.0,5.9,tt0272255,2001-02-18,2001
Plain Clothes,Comedy,98.0,7.6,tt0095875,1988-01-01,1988
Popcorn,Comedy,90.0,5.5,tt0483776,2007-03-02,2007
The Prime Gig,Drama,98.0,5.6,tt0223954,2000-01-01,2000
Pretty Cool Too,Comedy,88.0,4.8,tt0496373,2007-06-12,2007
Shut Up and Kiss Me!,Action,101.0,4.3,tt0358148,2004-03-05,2004
Second String,TV Movie,100.0,7.0,tt0194342,2002-12-18,2002
Secret Santa,TV Movie,0.0,5.1,tt0369910,2003-12-14,2003
Short Track,Action,100.0,6.5,tt0473539,2008-08-30,2008
Not Quite Human,Comedy,97.0,5.3,tt0093649,1987-06-19,1987
Nearing Grace,Drama,105.0,5.5,tt0406097,2005-06-18,2005
One Last Thing...,Comedy,96.0,5.9,tt0452660,2005-01-01,2005
The Night Before,Comedy,85.0,7.4,tt0095730,1988-04-15,1988
The Matrix Revisited,Documentary,123.0,6.7,tt0295432,2001-11-19,2001
Love at First Hiccup,Comedy,85.0,5.4,tt1307065,2009-01-01,2009
Love Hurts,Comedy,95.0,5.3,tt1213825,2009-11-13,2009
Miracle Beach,Fantasy,88.0,5.6,tt0104879,1992-09-15,1992
Love and Mary,Comedy,104.0,5.3,tt0475330,2007-01-01,2007
Once a Thief,Action,96.0,4.8,tt0116712,1996-09-29,1996
Meant To Be,Comedy,90.0,4.4,tt1290140,2010-04-24,2010
Man Maid,Comedy,0.0,7.0,tt0822831,2009-10-28,2009
Perfect Opposites,Comedy,90.0,4.8,tt0259567,2004-02-06,2004
Michel Vaillant,Action,103.0,5.1,tt0307156,2003-11-08,2003
Looking for Kitty,Comedy,95.0,4.9,tt0401593,2004-05-06,2004
Meet The Santas,Family,96.0,4.2,tt0491722,2005-12-17,2005
Nature of the Beast,Comedy,90.0,5.3,tt1034456,2007-10-21,2007
Outside Sales,Comedy,90.0,8.0,tt0455671,2006-06-01,2006
The High Schooler's Guide to College Parties,Comedy,90.0,5.0,tt1572506,2016-03-16,2016
George of the Jungle 2,Adventure,87.0,3.9,tt0322389,2003-08-18,2003
Last Call,Comedy,81.0,3.7,tt1472583,2012-04-12,2012
Laid in America,Comedy,86.0,6.2,tt4706888,2016-09-26,2016
Growing Op,Comedy,100.0,6.5,tt1105730,2008-11-21,2008
Reel Love,Drama,90.0,5.1,tt1866230,2011-11-13,2011
The In Crowd,Drama,95.0,5.3,tt0095362,1988-02-01,1988
Heavy Petting,Comedy,92.0,3.8,tt0491211,2007-10-20,2007
Giving It Up,Comedy,90.0,4.4,tt0120628,1999-03-16,1999
Family Ties Vacation,Comedy,90.0,4.7,tt0089125,1985-09-22,1985
Knots,Comedy,93.0,5.0,tt0361805,2004-04-20,2004
General Education,Comedy,94.0,4.5,tt1971403,2012-08-24,2012
Fast Girl,Drama,95.0,4.0,tt0915458,2008-01-24,2008
Justin Time,Adventure,95.0,7.0,tt1251735,2010-01-01,2010
Heber Holiday,Comedy,98.0,5.2,tt0928364,2007-09-15,2007
Large,Comedy,78.0,6.0,tt0248953,2001-10-05,2001
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,Comedy,61.0,8.4,tt0422618,2004-08-10,2004
The Last Man on Earth,Science Fiction,90.0,7.0,tt3585116,2014-03-07,2014
Hector,Comedy,90.0,7.6,tt0093169,1987-01-01,1987
Cheats,Comedy,86.0,5.6,tt0250292,2002-10-31,2002
Cowboys & Angels,Comedy,89.0,5.9,tt0377701,2003-05-14,2003
The Dukes of Hazzard: The Beginning,Action,95.0,4.8,tt0800328,2007-03-04,2007
Drumline: A New Beat,Music,101.0,5.8,tt3520698,2014-10-27,2014
Casual Encounters,Comedy,82.0,4.0,tt3074546,2016-06-07,2016
Coming & Going,Comedy,92.0,6.5,tt1946177,2011-07-15,2011
Costa Rican Summer,Comedy,89.0,4.0,tt1370426,2010-05-24,2010
Chris Rock: Never Scared,Comedy,91.0,7.8,tt0405832,2004-04-17,2004
Dolphins,Action,0.0,4.2,tt0490114,2007-07-24,2007
Christmas Mail,Comedy,89.0,5.0,tt1663628,2010-12-01,2010
Demolition University,Action,90.0,5.3,tt0179761,1997-10-27,1997
Crystal Heart,Drama,103.0,7.0,tt0088952,1986-02-01,1986
Cupid's Balls,Comedy,100.0,5.3,tt1695763,2011-01-01,2011
Breakfast With Jonny Wilkinson,Comedy,0.0,6.3,tt3198544,2013-11-22,2013
Deal of a Lifetime,Fantasy,94.0,7.7,tt0175555,1999-01-01,1999
Counterstrike,Action,96.0,5.5,tt0281618,2002-07-02,2002
Counting Backwards,Romance,89.0,7.0,tt0815170,2007-01-01,2007
Before You Say 'I Do',Comedy,87.0,5.2,tt1318522,2009-02-14,2009
A la mala,Comedy,99.0,7.0,tt4357170,2015-02-27,2015
Alchemy,Comedy,86.0,5.3,tt0285682,2005-04-25,2005
Backwards,Drama,89.0,6.1,tt2005153,2012-09-21,2012
Abel's Field,Drama,104.0,6.8,tt2069708,2012-09-14,2012
Bank$tas,Comedy,80.0,5.8,tt2437712,2014-04-18,2014
A Heartbeat Away,Comedy,91.0,4.6,tt1612793,2011-03-11,2011
A Bela e o Paparazzo,Comedy,0.0,6.9,tt1454603,2010-01-28,2010
Blue Eyelids,Drama,98.0,5.9,tt0481320,2007-04-02,2007
Abel,Drama,83.0,6.7,tt1479668,2010-05-28,2010
Permission,Comedy,96.0,0.0,tt5390066,2017-04-22,2017
A,Documentary,136.0,0.0,tt0241146,1998-01-01,1998
A2,Documentary,131.0,0.0,tt0318960,2001-01-01,2001
My Honor Was Loyalty,Drama,116.0,4.3,tt4544696,2015-06-01,2015
Tamala 2010: A Punk Cat in Space,Animation,92.0,7.6,tt0374262,2002-10-19,2002
The Saddest Boy in the World,Drama,13.0,5.9,tt0806170,2006-04-28,2006
A Tale of Lost Times,Fantasy,76.0,6.3,tt0166804,1964-01-01,1964
The Sorcerer's Apprentice,Animation,82.0,7.4,tt0075811,1978-03-01,1978
Ismael's Ghosts,Drama,110.0,5.5,tt5687040,2017-05-17,2017
Boj S Tenyu 2: Revansh,Action,135.0,5.6,tt0459759,2007-10-18,2007
22 Minutes,Crime,90.0,5.1,tt2856896,2014-05-08,2014
Ghost,Family,90.0,6.0,tt4559932,2015-03-26,2015
The One,War,110.0,6.0,tt4196010,2015-06-11,2015
Little Man,Comedy,13.0,6.3,tt0479293,2006-04-07,2006
The State Counsellor,Action,134.0,5.6,tt0450158,2005-01-01,2005
Dark World: Equilibrium,Adventure,95.0,4.1,tt3338268,2013-12-05,2013
The Hunter's Prayer,Action,91.0,5.5,tt2674358,2017-06-08,2017
Easy on the Eyes,Comedy,83.0,3.9,tt3621288,2014-02-27,2014
Alive in Joburg,Science Fiction,6.0,7.0,tt0813999,2005-01-01,2005
Toyland,Drama,13.0,6.4,tt1280548,2007-08-29,2007
Lucky Island,Comedy,82.0,4.5,tt3338310,2013-12-05,2013
Revenge,Drama,100.0,5.6,tt0102497,1989-01-01,1989
The Terror of Tiny Town,Comedy,62.0,1.0,tt0030845,1938-12-01,1938
He Even Has Your Eyes,Comedy,95.0,6.3,tt5256722,2017-01-18,2017
Beatriz at Dinner,Comedy,83.0,6.3,tt5929750,2017-06-09,2017
The Black Room,Horror,91.0,3.8,tt5431600,2016-10-31,2016
Get Me Roger Stone,Documentary,100.0,7.3,tt6714534,2017-04-23,2017
AfterDeath,Horror,88.0,4.1,tt2710826,2015-10-19,2015
To The Stars By Hard Ways,Science Fiction,148.0,5.0,tt0126237,1980-06-06,1980
Rock n' Roll Nerd,Comedy,89.0,6.1,tt1297297,2008-08-08,2008
Bangkok Hilton,Drama,265.0,6.3,tt0096540,1989-11-05,1989
The Scarlet Flower,Animation,42.0,5.4,tt0949326,1952-06-05,1952
Tail Gunner Joe,TV Movie,145.0,5.0,tt0076794,1977-02-06,1977
Life Cycles,Documentary,47.0,8.8,tt1828232,2010-10-02,2010
Kiss at Pine Lake,TV Movie,105.0,6.3,tt1942900,2012-01-01,2012
The Deserters,War,155.0,9.0,tt0092713,1986-09-22,1986
Perth: The Geylang Massacre,Drama,106.0,4.0,tt0444890,2004-04-28,2004
Paris à tout prix,Comedy,95.0,6.3,tt2420886,2013-07-15,2013
Day of the Full Moon,Drama,93.0,5.0,tt0148059,1998-08-29,1998
Casper: A Spirited Beginning,Comedy,90.0,5.0,tt0118824,1997-09-09,1997
13 Curses,Horror,108.0,6.0,tt0351867,2002-10-12,2002
Mia and the Migoo,Animation,91.0,5.9,tt0792978,2008-09-06,2008
White Bim Black Ear,Drama,0.0,6.9,tt0077222,1977-09-15,1977
A Man with Warranty,Comedy,90.0,6.7,tt2349126,2012-09-27,2012
8 First Dates,Comedy,93.0,7.3,tt2258239,2012-03-08,2012
Stone,Thriller,90.0,4.5,tt2156825,2012-01-19,2012
Paris Express,Comedy,90.0,4.6,tt1429429,2010-02-24,2010
Payback: Straight Up,Action,90.0,6.8,tt0958860,2006-10-21,2006
No Need to Grieve,Comedy,91.0,5.9,tt2628798,2010-03-16,2010
Hooked on the Game 2. The Next Level,Action,0.0,5.1,tt1620549,2010-04-15,2010
We Are from the Future 2,War,101.0,5.2,tt1590125,2010-02-18,2010
Lovey-Dovey 2,Comedy,100.0,3.9,tt1414840,2008-12-23,2008
Love and the City 2,Comedy,93.0,5.9,tt1510274,2010-02-25,2010
The Interceptor,Thriller,90.0,4.4,tt1245736,2009-10-08,2009
Hooked on the Game,Action,97.0,6.0,tt1532382,2009-11-26,2009
God of Gamblers,Action,126.0,6.6,tt0097244,1989-12-14,1989
Sea Monsters: A Prehistoric Adventure,Documentary,40.0,6.1,tt1027743,2008-03-19,2008
Nightmare City 2035,Science Fiction,0.0,4.5,tt0910868,2007-01-01,2007
High Security Vacation,Comedy,115.0,6.4,tt1438463,2009-08-25,2009
Boone: The Bounty Hunter,Action,86.0,6.3,tt3229488,2017-05-09,2017
Pitbull Tough Women,Action,135.0,6.3,tt6212346,2016-11-11,2016
Pigs,Action,104.0,8.4,tt0105185,1992-11-20,1992
Psy II: Ostatnia krew,Action,100.0,8.0,tt0110908,1994-04-05,1994
Demons of War,Drama,93.0,6.5,tt0144164,1998-03-20,1998
Despicable Me 3,Action,96.0,6.2,tt3469046,2017-06-15,2017
The Last Family,Drama,124.0,7.4,tt5936692,2016-09-30,2016
Karbala,War,115.0,5.2,tt5049636,2015-09-08,2015
Lucifer,Drama,108.0,5.8,tt4131206,2014-10-22,2014
War Don Don,Crime,83.0,0.0,tt1570991,2010-05-18,2010
"Oh, Bomb!",Music,95.0,10.0,tt0307937,1964-04-18,1964
The Salamander,Drama,125.0,7.4,tt0067701,1971-10-27,1971
Bachelor Games,Action,86.0,5.3,tt2190451,2016-07-08,2016
We Are X,Music,92.0,6.5,tt4835086,2016-03-12,2016
Rock Dog,Adventure,90.0,5.8,tt2822672,2016-07-08,2016
Юленька,Thriller,102.0,5.0,tt1372747,2009-02-19,2009
Last Year's Snow Was Falling,Animation,20.0,6.4,tt0219233,1983-01-01,1983
Nevalyashka,Comedy,90.0,7.4,tt0814229,2007-04-26,2007
D Day,Action,100.0,5.8,tt1432916,2008-06-06,2008
Investigation Held by Kolobki,Animation,0.0,6.3,tt3066856,1986-01-01,1986
Karlson Returns,Adventure,20.0,6.9,tt0209074,1970-01-01,1970
Vacations in Prostokvashino,Animation,18.0,5.4,tt1315584,1980-06-06,1980
Winter in Prostokvashino,Animation,16.0,5.8,tt1318414,1984-06-06,1984
Peculiarities of the National Hunt in the Winter,Comedy,100.0,6.1,tt0266821,2000-01-01,2000
Guardian Angels,Action,110.0,6.0,tt0112366,1995-11-11,1995
The Adventures of Buratino,Family,67.0,4.4,tt0152066,1959-12-31,1959
Bayou,Drama,83.0,0.0,tt0050173,1957-06-01,1957
The Levelling,Drama,83.0,5.9,tt5158522,2017-05-12,2017
Clown Service,Comedy,14.0,0.0,tt4109454,2015-04-16,2015
Ludo,Horror,90.0,6.0,tt3724898,2015-07-17,2015
Jasmine Women,Drama,130.0,8.1,tt0370969,2004-06-13,2004
The Saga of Biorn,Animation,7.0,6.3,tt2040565,2011-02-18,2011
The Necktie,Animation,12.0,6.7,tt1285285,2008-08-28,2008
Tracktown,Drama,88.0,4.5,tt5750534,2017-05-12,2017
Nobody Knows Sex,Comedy,95.0,4.0,tt0479728,2006-03-15,2006
"There's Good Weather in Deribasovskaya, Or It's Raining Again in Brighton Beach",Crime,91.0,5.0,tt0104962,1993-04-01,1993
"Hello, I'm Your Aunt!",Comedy,98.0,7.4,tt0073927,1975-12-26,1975
Picnic,Foreign,72.0,6.2,tt0117338,1996-06-15,1996
Little Forest: Summer/Autumn,Drama,111.0,8.3,tt3474600,2014-08-30,2014
Adventures of Captain Wrongel,Animation,117.0,7.6,tt0219263,1979-06-06,1979
Loneliness in the Net,Drama,124.0,4.0,tt0871886,2006-01-01,2006
Ares,Drama,80.0,6.5,tt4216902,2016-11-23,2016
The Loves of Hercules,Adventure,98.0,4.2,tt0053598,1960-08-19,1960
S&Man,Horror,84.0,4.9,tt0800361,2006-03-10,2006
Roommates Wanted,Comedy,97.0,6.3,tt4857596,2016-04-20,2016
Lettre d'une inconnue,Drama,0.0,0.0,tt0298411,2001-01-01,2001
Bleach: The DiamondDust Rebellion,Action,95.0,6.5,tt1148261,2007-12-22,2007
Reconversão,Documentary,68.0,5.0,tt2614316,2012-08-11,2012
King Charles III,Drama,89.0,6.8,tt6253522,2017-05-10,2017
The Game of Truth,Comedy,90.0,5.2,tt2996932,2013-07-01,2013
Karlsson on the Roof,Family,77.0,3.3,tt0307050,2002-09-27,2002
The Rifleman of the Voroshilov Regiment,Drama,95.0,6.9,tt0200267,1999-04-19,1999
From 180 & Taller,Comedy,93.0,3.2,tt0450077,2005-03-25,2005
The Heat,Comedy,95.0,3.2,tt0913446,2006-12-28,2006
Law of Corruption,Action,117.0,4.1,tt0457074,2005-09-15,2005
The Jack Bull,TV Movie,116.0,6.5,tt0171410,1999-04-17,1999
Too Young to Die?,Crime,92.0,5.2,tt0100797,1990-02-26,1990
Sexy boys,Comedy,0.0,4.5,tt0282155,2001-12-26,2001
The Charge,Action,116.0,5.0,tt0356867,2003-02-20,2003
Comrades in Arms,Adventure,0.0,3.5,tt0101608,1992-09-30,1992
The Nude,Romance,109.0,6.0,tt2629370,2001-02-14,2001
Space Station 3D,Documentary,47.0,6.1,tt0290296,2002-04-17,2002
The Dovekeepers,Drama,180.0,4.3,tt3656138,2015-03-31,2015
Mommy Dead and Dearest,Documentary,82.0,7.2,tt6442978,2017-03-11,2017
Alcoholist,Drama,105.0,0.0,tt3061222,2017-05-18,2017
Andersonville,War,167.0,6.3,tt0115097,1996-03-03,1996
Tickling Giants,Documentary,111.0,8.2,tt5494396,2017-03-15,2017
More Than a Secretary,Comedy,77.0,6.5,tt0027985,1936-12-24,1936
Dead Awake,Horror,99.0,5.3,tt3778010,2017-05-12,2017
Antikiller D.K,Mystery,91.0,4.6,tt1532261,2009-12-03,2009
Live and Remember,Drama,100.0,4.3,tt1285174,2008-06-26,2008
Platon,Drama,0.0,4.8,tt1202532,2008-11-28,2008
Peculiarities of the National Ice Fishing,Comedy,76.0,5.7,tt1139804,2007-01-01,2007
Notre Dame de Paris,History,150.0,8.0,tt0285800,1998-09-18,1998
Polar Opposites,Action,0.0,3.0,tt1172069,2008-01-01,2008
Assassin's Creed: Lineage,Action,36.0,6.6,tt1587390,2009-10-25,2009
The Secret Life of Chaos,Documentary,60.0,6.5,tt1674741,2010-01-14,2010
The Spy,Action,99.0,4.6,tt2321517,2012-04-05,2012
Ticket to Vegas,Adventure,92.0,3.9,tt2167970,2013-01-24,2013
Portal: No Escape,Action,7.0,7.0,tt2034756,2011-08-23,2011
Cancel Christmas,Family,87.0,5.3,tt1733111,2011-12-24,2011
The Double,Comedy,85.0,4.6,tt2593290,2012-12-25,2012
The Private Life of Plants,Documentary,292.0,8.1,tt0123360,1995-01-01,1995
Pirates: Blood Brothers,Action,360.0,6.1,tt0167554,1999-01-03,1999
Bummer 2,Action,115.0,5.9,tt0402874,2006-12-12,2006
Genius,Drama,162.0,5.7,tt0101943,1991-06-06,1991
"Hello, We Are Your Cover!",Comedy,96.0,6.0,tt2046164,2005-06-06,2005
Mechenosets,Action,0.0,5.6,tt0477337,2006-10-12,2006
Countdown,Action,110.0,5.3,tt0814236,2006-11-02,2006
Peculiarities of the National Politics,Comedy,86.0,4.1,tt0396781,2003-01-01,2003
Body to Body,Thriller,101.0,7.0,tt0308131,2003-04-22,2003
Patrioticheskaya Komediya,Comedy,109.0,4.0,tt0105113,1992-01-01,1992
Dead Weight,Comedy,107.0,6.3,tt0283957,2002-04-10,2002
The Adventures of the Electronic,Family,215.0,4.6,tt0078673,1979-01-01,1979
Don't Even Think,Comedy,82.0,4.8,tt0382631,2003-03-31,2003
Red Bells Part I: Mexico on Fire,Drama,135.0,1.0,tt0084222,1982-10-01,1982
Men's Games,Drama,68.0,7.0,tt0180853,1992-01-01,1992
Drive,Action,100.0,6.6,tt0116147,1997-08-06,1997
Bella Mafia,Drama,117.0,6.0,tt0120602,1997-11-16,1997
А поутру они проснулись,Drama,0.0,4.5,tt0768690,2003-12-04,2003
Paragraph 78: Film One,Thriller,88.0,6.3,tt0459924,2007-02-21,2007
Kilometer Zero,Action,87.0,4.0,tt0854151,2007-10-25,2007
Lovey-Dovey,Comedy,100.0,3.6,tt0976209,2007-03-01,2007
Vovka in the Kingdom of Far Far Away,Adventure,19.0,4.9,tt0213309,1965-01-01,1965
"Film, Film, Film",Comedy,20.0,6.1,tt0212943,1968-01-01,1968
"Mary Poppins, Goodbye",Family,141.0,5.1,tt0085932,1983-06-06,1983
In the Blood,Drama,104.0,6.0,tt4854126,2016-09-15,2016
The Midwife,Comedy,117.0,6.2,tt5348236,2017-03-22,2017
Odd Job,Action,107.0,6.2,tt4551314,2016-08-31,2016
A Family Man,Drama,108.0,6.7,tt1718924,2017-05-18,2017
Paris Can Wait,Drama,92.0,6.4,tt4429194,2016-09-12,2016
The Wizard of Lies,Crime,133.0,6.6,tt1933667,2017-05-21,2017
The Diaries of a School Principal,Family,0.0,0.0,tt0072885,1975-10-20,1975
Newsmakers,Action,107.0,5.6,tt1230207,2009-05-07,2009
National Geographic: Journey to the Edge of the Universe,Documentary,91.0,7.2,tt1363109,2008-12-06,2008
Caravaggio,Drama,0.0,7.0,tt0814042,2007-07-03,2007
Phenomenon II,Drama,120.0,5.7,tt0313116,2003-11-01,2003
Adventures of Mowgli: The Kidnapping,Adventure,0.0,7.3,tt1259772,1968-01-01,1968
The Other Side,Animation,8.0,5.5,tt0478361,1994-09-30,1994
Racketeer,Crime,80.0,5.0,tt1677719,2007-11-08,2007
Sappho,Drama,86.0,4.2,tt0937373,2008-02-29,2008
Hitler's Kaput!,Comedy,99.0,3.6,tt1124396,2008-09-18,2008
The Invincible,Action,114.0,4.7,tt1091989,2008-10-08,2008
Michou d'Auber,Drama,124.0,6.1,tt0478705,2007-02-28,2007
"Chelovek, kotoryy znal vsyo",Comedy,106.0,6.0,tt1194603,2009-06-11,2009
Longitude,TV Movie,198.0,7.3,tt0192263,2000-01-13,2000
The Black Hole,Science Fiction,90.0,3.4,tt0433883,2006-06-10,2006
Kiss through the Wall,Comedy,90.0,4.0,tt1806996,2011-01-25,2011
Strayed,Thriller,91.0,3.0,tt1494812,2009-09-01,2009
The Priest,Drama,129.0,5.7,tt1506452,2009-04-04,2009
Avatar: Creating the World of Pandora,Documentary,0.0,5.8,tt1599280,2010-02-07,2010
Good Intentions,Comedy,85.0,5.0,tt1070781,2010-03-09,2010
Evil Angel,Horror,123.0,4.7,tt0892051,2009-02-05,2009
Star Runners,TV Movie,88.0,5.2,tt1239459,2009-06-13,2009
Out Of Order,Comedy,82.0,6.0,tt1725050,2010-06-06,2010
Office Romance. Our time,Comedy,88.0,4.1,tt1764600,2011-03-17,2011
Bablo,Action,89.0,6.8,tt2064728,2011-10-13,2011
A Quiet Outpost,Drama,90.0,4.4,tt1805479,2011-01-20,2011
All Inclusive ili Vsyo Vklyucheno,Comedy,93.0,5.0,tt1846473,2011-06-09,2011
Kunskapens pris - balladen om den vilsne vandraren,Music,20.0,7.0,tt1126510,2007-01-27,2007
A Detective Story,Science Fiction,10.0,7.2,tt0366177,2003-04-01,2003
Beyond,Science Fiction,13.0,7.5,tt0372764,2003-06-03,2003
World Record,Science Fiction,10.0,7.1,tt0368576,2003-06-03,2003
Final Flight of the Osiris,Science Fiction,9.0,7.0,tt0350934,2003-03-21,2003
August. Eighth,Action,120.0,6.0,tt2094767,2012-02-22,2012
That still Karloson!,Comedy,80.0,3.5,tt2288121,2012-03-15,2012
Kid's Story,Science Fiction,15.0,7.2,tt0368574,2003-06-02,2003
Program,Science Fiction,7.0,6.9,tt0366178,2003-03-01,2003
